[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:21:42 | 17-02-2025] Transfer Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[09:21:45 | 17-02-2025] Bridge Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[09:14:46 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc8751c215bf4df9d559aa254b53edcd9b64f715006710a7d84130933520636ff
[09:15:01 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8e2839fed4bebcfe8a9cc400ec093a72b754ee989f59e6e163a72766a5eee831
[09:18:04 | 18-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:18:07 | 18-02-2025] Bridge Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:15:56 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x54d25ed16cd44c3814a765f217970263407ff1bbcc5a9a82b8e92fedbb76e022
[09:16:26 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xed916fa50df6cdcd0f60bfd729a14cfbf08e256f5b604592b43a79add80348e8
[09:19:29 | 19-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:19:32 | 19-02-2025] Bridge Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:16:12 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x733f73c74e65f0de83abce4d71e6993ca712e5aee08428b3cb748cd9277f46db
[09:16:27 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7d2b6579cf98c37f31be1373cd65ae2d8f46f69885b3978be63774ce2b9d97e1
[09:19:30 | 20-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:19:33 | 20-02-2025] Bridge Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:16:49 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x42d4662246bd76b46818da7f4788d4deabc697b1e2db96a3573e9693d88e5340
[09:17:01 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0eaacb9c127aeed92a8dd001f37e26b00e1b1f370e8a3781efe031c3b7fff3d2
[09:20:04 | 21-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:20:07 | 21-02-2025] Bridge Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
Error:
[09:13:04 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x06136300587da8d25b7a6f622d7d6caac4d00df00898fc921095dab638bfcde2
[09:16:07 | 22-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:16:10 | 22-02-2025] Bridge Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:20:57 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xca1804af74031b3133040d1e0549a80af142b354f5b85635289ebc44ac32b0e8
[09:21:16 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc9236907b14b799b859e2724c73dbbef123a1c41307ea794a255aab7c81846b6
[09:24:19 | 23-02-2025] Transfer Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[09:24:22 | 23-02-2025] Bridge Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[09:20:16 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x00afe54d099a8ac2f89b0b6a2c6dd48eb9d60f728c12cefd8593296bac4c48fb
[09:20:26 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x237840dc8766e213d0ce7e486c629185be112ef51264b01f0a2fd4d708956a86
[09:23:29 | 24-02-2025] Transfer Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[09:23:32 | 24-02-2025] Bridge Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
Error:
[09:19:04 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6fceee1c59fc8c4749f1cd403fa6a3371c9b1572f110b82884417cf2b2f7bc41
[09:22:07 | 25-02-2025] Transfer Task failed for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66: Request failed with status code 400
[09:22:09 | 25-02-2025] Bridge Task successful for 0x000004ad77FB28b1661d7836D640AdD49aa2DE66
[12:53:56 | 25-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x50c43d2fca467a91bcef1cb1968e4c4156935956db7e24ad831626ac1f04bb99
[12:54:16 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3dde043e8eafd87ce851b36e7297dba4e33310d8e0f11894db8563858d02d37f
[12:57:19 | 25-02-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[12:57:22 | 25-02-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:20:27 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x06e6b8da633f3c60b89f554e7c40860badd1bd0efd106b9e9cbb3565751638d0
[09:20:50 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4438b8413ec8e2a10fb16a465011c15fac5f4302a956955ef5bd9c1c9da46955
[09:23:53 | 26-02-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:23:56 | 26-02-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:21:18 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf8e71b6c377257f399f61379fc4e55613ffcf60a824a3348dc0293b983da8b0e
[09:21:26 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeb4c6e42385ca03747313238852a816fb260f637ee7283917b60afef03f37b38
[09:24:29 | 27-02-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:24:32 | 27-02-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:21:55 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x433610feb4c19c063320af975ff39a505c86bf23682139ac7f0b488d9c9c33ee
[09:22:02 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x26183c6268c5dd3c81e8ae0db85ae7c95a6b6198141a8daa57cb22adf6898bc5
[09:25:05 | 28-02-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:08 | 28-02-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:44 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6bcbd5949115c25c95c9fd313063a7ae79e035ed52a10c091474cf5c9e216902
[09:25:51 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb1dc4327bcfeb613b988a4db93d0470979bd8da5a44f8da665bb8ec3f531d121
[09:28:54 | 01-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:28:57 | 01-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:24:49 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7afa77f23aec20604fd88169b61ec218d052279aae6fadd57e7a0fe1310b78f2
[09:25:13 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x50c57b2a10612f3a037c4f185ed932897fb5a46d736c2b9ead8a09b7612d884f
[09:28:16 | 02-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:28:19 | 02-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:23:22 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x750651a656706c894bee05f5929e6cd8db6bdb879320d50af2a7496744391f5c
[09:23:50 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc54d13cee9fc3f77e897dd6edf961795c89ee2f9a672f1541e1c313d7702d545
[09:26:53 | 03-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:56 | 03-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:43 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x15a05136429b8a428416fac93d8e534144f0aa24c88b97dfdc3a453db109160b
[09:22:50 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa48658d9a4518b73ed40fe312adf4e129d58f0222865456f59b3fe0e14cd131e
[09:25:53 | 04-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:56 | 04-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:22 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3479c9fbb2f814d4d07ca5d4b85666c15f4ee2bf2530e454ab9d6bbf0ebeed6c
[09:22:38 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf65f70303ae1349154d4cb8938f687f25a6a994f0eaa1c074a60a013be6f4d03
[09:25:41 | 05-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:44 | 05-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:47 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa3fd820f4eb6f9b28914c5f3b0c89f6bc27e393951becae59176c9eaac564fb4
[09:23:03 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x96b2be14228201547f79940ed79d3463a9d1e62d10d10b76eb37f8e17ac105f3
[09:26:06 | 06-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:09 | 06-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:23:36 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xdbb3dc64840d395b3a42fdf9cbc96659f2bf119be38fd0653fb64853aa65cce3
[09:23:49 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5f8003bdf580865ae9560cdef7db3bbc41cab8e2835bf846243aa09f478825a3
[09:26:52 | 07-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:54 | 07-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[08:58:53 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x32d640aa912dcd9e40961b6fa750d34e2d62266542015a00830bef0ae81be8cf
[08:59:04 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4f1e4743c158dc634f08c60aa16b1527859d6329e0684f3dc2be61e99e151370
[09:02:07 | 08-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:02:10 | 08-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:03:42 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb093985eaa3c04164b4bb2385f60407de5aa77fdcbc9a158f1e54d3c10bf1315
[09:03:48 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa34560721f04e27dcccafb75db8aa39f3c072dce42a29d925eea8211f4ff7021
[09:06:52 | 09-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:06:54 | 09-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:04:57 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x07e997bef447985013b467a069eadf5ec51b196ab2a0f688969ca09e1af14122
[09:05:16 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x49020ad7a2b853f06306725d0829580b11364b191cb127df3d50b4e8f1aa741b
[09:08:19 | 10-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:08:22 | 10-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:23:34 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3ffd8bf1f49d4f0130d36d4a465e6593a7b7be04586d5b8111f0fd2c52dbecd8
[09:23:50 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf6613fffe0bd166d16b236a6f2925a8a96ef5b0ce31a025d833b6b919ecb0a82
[09:26:53 | 11-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:56 | 11-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:48 | 12-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x423254debae11834ae1d4837a4ead143a3a45b0266b4d87cd513cecadb699ff3
[09:23:15 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5d2ccdba6eb437f8d8c96f7eca4c0ccd4af1105b4e790e5eef593779975af897
[09:26:18 | 12-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:21 | 12-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:24:32 | 13-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x46d778bf595da01636c4d7e690abd2043c7cac6d06584530bd7854461d29e5fc
[09:24:50 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8f5ab6bde124bc3c0c924f708b958a225e29d8da5c02b6fa2bb75156ec81034e
[09:27:53 | 13-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:27:56 | 13-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:39 | 14-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1f2613b8a4c4cd00849b01f47c9c7819ef2ba770e5dc4325f458a5a714e47f8f
[09:23:17 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe55709f25b38e417e6bf395fe67ee5219d0ef4a6ec37a35a406f27584ed74b4e
[09:26:20 | 14-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:23 | 14-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:20:49 | 15-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf2958cf2b29387cc748120597837505649f61019d03e8e180e7c0e736e8b02ac
[09:21:04 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x935e36e50ecd742c34f653d6baa360d1a5255a457543a664c1671d5ab2cf8157
[09:24:07 | 15-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:24:10 | 15-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:34:37 | 16-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xbad1d82039b3229a0a0869c2631fef5e59e9acb39e58022a8d52f0468c2d1740
[09:34:52 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8d01cc0d53e632772cdc9dbab4a50985979ddc8e27a8f5f9aac3ea20c4534f66
[09:37:55 | 16-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:37:58 | 16-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:26:41 | 17-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x373984d702430b1d9e3ef9948d68c8307459cb427190449790626f3c12b3e194
[09:27:27 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x53498b5cc5c731453c07a7b4bff526c7795f1588ab0d4b103debe6b9ee6256d5
[09:30:30 | 17-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:30:33 | 17-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:49 | 18-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xcc11055b610e1dc391aa686cbcd5dd3941c50b25e00319a3849d7bf89929682f
[09:26:02 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2c20731961c293defa9287956f48cc0e25fc2b4f5e8b0ebf245183be6d70d3b8
[09:29:05 | 18-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:29:08 | 18-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:06 | 19-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe7d15b740f42f2308dc0c2289499fd266868a495dff54e6c65d8745e90744b61
[09:25:26 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xde93106f96afed512b0a8c0815c8b215d4e13b7f7bd886636db17f905e578b4c
[09:28:29 | 19-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:28:32 | 19-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:23:41 | 20-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x32d2667716a9917604d3ee2872e5e30e318e0660bcce3eac5c6db7e046587ec8
[09:24:04 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x93e2122943f232e23c7d4d9d429f85115fdd22f08fbc64e7c308c2278e28770f
[09:27:07 | 20-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:27:11 | 20-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:18 | 21-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x62baa0c850182f574e9557ca6739ae4b37cf2000750fe437e1721fabb6bc18b6
[09:25:24 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8fc66b94e93a5a7da9c8bebe684b8b9a1f49b5cb94b0e6a6ef3cf0d3dfbdf1fd
[09:28:28 | 21-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:28:31 | 21-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:22:25 | 22-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x4bbc6417ca792f9a4fa1166714043dac2d9e7a5b987101b73e92200c37f81bb3
[09:22:39 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd8195fc43b70adc1dcdfdcb7ee270f9ba4f92cce095dfe52992f4daf2ddfd80f
[09:25:43 | 22-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:46 | 22-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:37:32 | 23-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x73d05c18c942d62cfc9bbe1d7d4e672815fa3b82727726e5ba75461fdc008e37
[09:37:51 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf3b1d6634674e83ea2431b684cfcd8020ded1eaaadce0b3c59bad0e149b28c2e
[09:40:54 | 23-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:40:57 | 23-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:37:19 | 24-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x5b5053caf200e0a59bc1f9f52fa6a04a58402d49f128ae4e1ea353175f26706b
[09:37:39 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf39af45cb67f50fb6a0263e6e0adb632d7a38959b706edc6b5446058950ab748
[09:40:42 | 24-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:40:45 | 24-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:31:52 | 25-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x70da0337814ca6440c1907b38a0692301637f1cefd41b6e0b05de2688dc50f2b
[09:32:00 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xddb542821268ec2d7397de5da6c7a84adbb2854db5f451223728f3d000122298
[09:35:03 | 25-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:35:06 | 25-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:31:02 | 26-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0e8ceff4b26731e4c15d8e191137e21bee2ecc5d4282646cd6c76c382eb9676d
[09:31:17 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x432412f2b28fcc708445ebfd9e218f39d5c0650b6bca9819074e6754a943bd61
[09:34:20 | 26-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:34:23 | 26-03-2025] Bridge Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
[09:25:37 | 27-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb7e6b3471880f67198bbf167a2ad0bc4870220cf50e6cc4fbdb8d882facca3fc
[09:25:50 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x77a7784d629939f3f1f3343004005674bc573f16839eba76f051acde431d5051
[09:28:53 | 27-03-2025] Transfer Task failed for 0xb69827aAD2F95Cf41D4ed6d21fbCeC70EF80f38D: Request failed with status code 400
